City,Historical_Date,Historical_Year,Historical_Month,Historical_Day,longitude,latitude,wind_direction_10m_dominant,precipitation_hours,precipitation_sum,apparent_temperature_max,daylight_duration,wind_gusts_10m_max,snowfall_sum,uv_index_clear_sky_max,sunset,temperature_2m_min,et0_fao_evapotranspiration,wind_speed_10m_max,showers_sum,uv_index_max,sunrise,temperature_2m_max,shortwave_radiation_sum,precipitation_probability_max,rain_sum,sunshine_duration,apparent_temperature_min,weather_code
Buenos Aires,2017-01-28,2017,01,Sat,-58.37723,-34.61315,355.7304,0.0,0.0,29.140007,49972.516,37.44,0.0,,0,19.211,6.81739,18.214718,0.0,,0,28.311,31.09,,0.0,46838.02,19.035923,0.0
Buenos Aires,2017-01-29,2017,01,Sun,-58.37723,-34.61315,17.03242,0.0,0.0,31.42377,49872.867,42.48,0.0,,0,23.061,7.4470234,23.40277,0.0,,0,30.511,30.98,,0.0,46733.8,22.40084,0.0
Buenos Aires,2017-01-30,2017,01,Mon,-58.37723,-34.61315,32.04239,0.0,0.0,35.67193,49771.004,41.760002,0.0,,0,25.061,7.6164355,23.773632,0.0,,0,33.161,29.37,,0.0,46466.27,26.04355,1.0
Buenos Aires,2017-01-31,2017,01,Tue,-58.37723,-34.61315,24.788126,2.0,0.2,33.530144,49666.895,43.56,0.0,,0,25.361,5.0475817,24.84,0.0,,0,29.111,20.93,,0.2,38874.38,26.949938,51.0
Buenos Aires,2017-02-01,2017,02,Wed,-58.37723,-34.61315,217.38422,10.0,13.200002,30.26717,49560.684,47.16,0.0,,0,21.561,3.9987493,26.959166,0.0,,0,28.061,17.73,,13.200002,28423.398,21.399986,63.0
Buenos Aires,2017-02-02,2017,02,Thu,-58.37723,-34.61315,174.80565,0.0,0.0,27.430996,49452.52,36.36,0.0,,0,20.461,4.216749,17.731598,0.0,,0,26.261,19.95,,0.0,39047.844,20.63783,3.0
Buenos Aires,2017-02-03,2017,02,Fri,-58.37723,-34.61315,94.77911,5.0,1.3000001,29.471542,49342.535,33.12,0.0,,0,20.611,4.899489,15.379206,0.0,,0,26.411001,24.94,,1.3000001,45658.94,21.936434,51.0
Buenos Aires,2017-02-04,2017,02,Sat,-58.37723,-34.61315,86.04219,2.0,1.2,31.053738,49230.895,45.36,0.0,,0,22.561,5.0209436,26.009842,0.0,,0,27.761,24.0,,1.2,36577.633,24.571522,53.0
Buenos Aires,2017-02-05,2017,02,Sun,-58.37723,-34.61315,270.86288,12.0,13.700001,26.438179,49117.72,93.96,0.0,,0,15.911,2.1749277,52.767944,0.0,,0,22.811,8.21,,13.700001,9165.808,11.6188755,63.0
Buenos Aires,2017-02-06,2017,02,Mon,-58.37723,-34.61315,220.15303,0.0,0.0,21.58293,49003.15,55.44,0.0,,0,13.761001,5.260767,30.04221,0.0,,0,21.761,28.87,,0.0,45473.43,10.817075,3.0
Buenos Aires,2017-02-07,2017,02,Tue,-58.37723,-34.61315,86.60034,0.0,0.0,25.529253,48887.324,24.84,0.0,,0,14.211,5.2845,11.113451,0.0,,0,23.261,29.88,,0.0,45332.676,13.861107,0.0
Buenos Aires,2017-02-08,2017,02,Wed,-58.37723,-34.61315,63.80737,0.0,0.0,27.062468,48770.37,39.96,0.0,,0,19.461,5.531551,22.17144,0.0,,0,25.011,27.26,,0.0,44987.637,18.582207,3.0
Buenos Aires,2017-02-09,2017,02,Thu,-58.37723,-34.61315,62.979824,0.0,0.0,26.533083,48652.418,31.68,0.0,,0,21.211,4.4084606,19.130875,0.0,,0,24.761,20.16,,0.0,37327.133,21.210781,3.0
Buenos Aires,2017-02-10,2017,02,Fri,-58.37723,-34.61315,119.125626,7.0,1.7,29.89281,48533.59,36.0,0.0,,0,20.411001,3.9632454,19.386593,0.0,,0,27.011,20.76,,1.7,44301.664,21.697817,53.0
Buenos Aires,2017-02-11,2017,02,Sat,-58.37723,-34.61315,120.8395,0.0,0.0,27.787502,48414.023,60.479996,0.0,,0,20.361,4.4556956,32.97293,0.0,,0,25.911001,24.14,,0.0,43321.38,21.198355,3.0
Buenos Aires,2017-02-12,2017,02,Sun,-58.37723,-34.61315,145.65057,19.0,46.2,23.823357,48293.82,48.6,0.0,,0,20.511,1.1361407,28.337282,0.0,,0,22.361,3.32,,46.2,0.0,20.3833,63.0
Buenos Aires,2017-02-13,2017,02,Mon,-58.37723,-34.61315,156.12865,21.0,33.1,25.777061,48173.117,50.039997,0.0,,0,18.111,1.8378628,27.511158,0.0,,0,24.161001,9.11,,33.1,18551.504,16.890852,65.0
Buenos Aires,2017-02-14,2017,02,Tue,-58.37723,-34.61315,192.58017,7.0,1.3000001,24.34608,48052.023,40.68,0.0,,0,20.161001,1.6541145,23.068108,0.0,,0,22.711,7.78,,1.3000001,5343.616,21.016893,51.0
Buenos Aires,2017-02-15,2017,02,Wed,-58.37723,-34.61315,264.6587,0.0,0.0,30.117645,47930.652,39.6,0.0,,0,20.111,5.1190815,21.407139,0.0,,0,28.761,25.21,,0.0,41206.906,21.955412,3.0
Buenos Aires,2017-02-16,2017,02,Thu,-58.37723,-34.61315,336.0538,0.0,0.0,32.382153,47809.117,37.44,0.0,,0,22.061,4.4691753,18.947083,0.0,,0,28.161001,21.95,,0.0,39600.0,24.057924,3.0
Buenos Aires,2017-02-17,2017,02,Fri,-58.37723,-34.61315,351.57013,2.0,0.2,34.690285,47687.535,32.760002,0.0,,0,21.661001,4.8758054,18.59845,0.0,,0,28.011,24.76,,0.2,43344.332,23.123108,51.0
Buenos Aires,2017-02-18,2017,02,Sat,-58.37723,-34.61315,331.9678,7.0,21.8,31.04367,47565.816,46.8,0.0,,0,22.011,3.696229,25.812277,0.0,,0,27.861,16.38,,21.8,18499.055,24.484634,65.0
Buenos Aires,2017-02-19,2017,02,Sun,-58.37723,-34.61315,341.65405,0.0,0.0,33.86368,47442.906,29.519999,0.0,,0,19.461,5.1351156,14.33234,0.0,,0,28.311,27.53,,0.0,43772.664,21.696766,3.0
Buenos Aires,2017-02-20,2017,02,Mon,-58.37723,-34.61315,2.7113712,0.0,0.0,35.013676,47318.723,34.2,0.0,,0,22.011,5.2693024,16.75064,0.0,,0,28.461,27.04,,0.0,43675.277,25.22131,0.0
Buenos Aires,2017-02-21,2017,02,Tue,-58.37723,-34.61315,348.21698,3.0,0.3,37.297848,47193.387,30.599998,0.0,,0,23.811,4.9799237,14.830076,0.0,,0,31.211,23.88,,0.3,42725.45,28.119087,51.0
Buenos Aires,2017-02-22,2017,02,Wed,-58.37723,-34.61315,321.80902,1.0,0.8,36.617188,47067.01,27.72,0.0,,0,23.011,4.8022585,13.698934,0.0,,0,30.261,24.48,,0.8,43200.0,27.38617,53.0
Buenos Aires,2017-02-23,2017,02,Thu,-58.37723,-34.61315,269.31927,4.0,3.9999998,38.325443,46939.71,39.6,0.0,,0,23.761,4.3526263,22.314194,0.0,,0,32.010998,21.09,,3.9999998,37918.754,27.286606,63.0
Buenos Aires,2017-02-24,2017,02,Fri,-58.37723,-34.61315,119.14961,1.0,0.2,36.78073,46811.594,32.760002,0.0,,0,23.711,4.7515717,16.854767,0.0,,0,29.961,23.86,,0.2,40424.76,27.649506,51.0
Buenos Aires,2017-02-25,2017,02,Sat,-58.37723,-34.61315,70.409294,0.0,0.0,37.804573,46682.773,32.039997,0.0,,0,24.261,5.0367374,16.263872,0.0,,0,30.511,24.35,,0.0,42991.906,29.036808,3.0
Buenos Aires,2017-02-26,2017,02,Sun,-58.37723,-34.61315,34.925777,3.0,0.4,36.164745,46553.355,36.36,0.0,,0,25.061,4.7538705,16.039202,0.0,,0,30.611,22.64,,0.4,43014.0,29.90672,51.0
Buenos Aires,2017-02-27,2017,02,Mon,-58.37723,-34.61315,352.68158,0.0,0.0,33.870018,46423.445,42.48,0.0,,0,25.761,5.1160164,22.007162,0.0,,0,31.411001,19.95,,0.0,42056.17,27.68848,3.0
Buenos Aires,2017-02-28,2017,02,Tue,-58.37723,-34.61315,259.15973,4.0,0.9,36.229736,46293.145,27.0,0.0,,0,22.511,5.2922683,12.783802,0.0,,0,32.111,24.16,,0.9,42910.15,25.471344,53.0
Buenos Aires,2017-03-01,2017,03,Wed,-58.37723,-34.61315,261.2605,1.0,0.2,36.05649,46162.562,43.56,0.0,,0,24.361,5.6875734,17.873556,0.0,,0,32.111,23.32,,0.2,42858.58,26.495186,51.0
Buenos Aires,2017-03-02,2017,03,Thu,-58.37723,-34.61315,358.2713,2.0,0.5,36.04624,46031.793,57.6,0.0,,0,24.461,5.947309,24.014996,0.0,,0,33.411,23.32,,0.5,42807.246,25.668144,51.0
Buenos Aires,2017-03-03,2017,03,Fri,-58.37723,-34.61315,168.44931,10.0,10.8,26.727543,45900.945,51.839996,0.0,,0,20.211,4.448726,30.096085,0.0,,0,26.061,16.41,,10.8,32027.486,19.096191,63.0
Buenos Aires,2017-03-04,2017,03,Sat,-58.37723,-34.61315,130.3118,8.0,2.7000003,22.654915,45770.105,50.039997,0.0,,0,18.611,3.9087844,28.1169,0.0,,0,24.011,13.65,,2.7000003,32318.637,17.503717,53.0
Buenos Aires,2017-03-05,2017,03,Sun,-58.37723,-34.61315,81.13694,0.0,0.0,25.363144,45639.38,34.92,0.0,,0,19.261,5.162572,16.73516,0.0,,0,24.261,24.92,,0.0,42654.637,19.745745,3.0
Buenos Aires,2017-03-06,2017,03,Mon,-58.37723,-34.61315,358.43402,0.0,0.0,29.952335,45508.86,36.36,0.0,,0,20.211,5.100336,18.014393,0.0,,0,27.911001,23.59,,0.0,42548.152,20.05204,3.0
Buenos Aires,2017-03-07,2017,03,Tue,-58.37723,-34.61315,118.68691,0.0,0.0,25.648972,45378.65,46.8,0.0,,0,17.211,4.566913,26.319422,0.0,,0,24.511,21.99,,0.0,42333.32,14.733017,3.0
Buenos Aires,2017-03-08,2017,03,Wed,-58.37723,-34.61315,43.28134,2.0,0.4,28.485592,45248.832,46.44,0.0,,0,21.511,3.9667177,25.992397,0.0,,0,26.911001,15.92,,0.4,37529.207,20.770721,51.0
Buenos Aires,2017-03-09,2017,03,Thu,-58.37723,-34.61315,311.82007,13.0,26.100002,27.704601,45119.51,57.239998,0.0,,0,21.211,3.6008134,32.61727,0.0,,0,27.211,14.21,,26.100002,22435.3,19.890244,65.0
Buenos Aires,2017-03-10,2017,03,Fri,-58.37723,-34.61315,246.42815,0.0,0.0,20.573095,44990.605,45.36,0.0,,0,15.711,6.052668,24.464113,0.0,,0,22.911001,25.11,,0.0,42037.25,11.529425,0.0
Buenos Aires,2017-03-11,2017,03,Sat,-58.37723,-34.61315,10.769983,2.0,0.4,22.425385,44861.137,36.0,0.0,,0,15.861,3.88137,18.345877,0.0,,0,22.861,19.73,,0.4,41643.72,15.508213,51.0
Buenos Aires,2017-03-12,2017,03,Sun,-58.37723,-34.61315,233.79042,1.0,0.1,19.612286,44731.027,53.639996,0.0,,0,14.211,5.278594,29.871325,0.0,,0,21.211,24.53,,0.1,41779.44,10.517506,51.0
Buenos Aires,2017-03-13,2017,03,Mon,-58.37723,-34.61315,292.1417,0.0,0.0,23.266623,44600.355,39.6,0.0,,0,13.061001,5.1273537,20.767975,0.0,,0,25.061,23.94,,0.0,41649.434,10.844265,0.0
Buenos Aires,2017-03-14,2017,03,Tue,-58.37723,-34.61315,8.403309,0.0,0.0,26.208075,44469.22,31.319998,0.0,,0,15.461,4.456672,15.137133,0.0,,0,24.661001,22.89,,0.0,39139.184,15.569929,3.0
Buenos Aires,2017-03-15,2017,03,Wed,-58.37723,-34.61315,26.29798,7.0,4.799999,24.212502,44337.703,33.12,0.0,,0,18.161001,1.9042273,18.723461,0.0,,0,23.061,5.04,,4.799999,2424.4102,17.15949,61.0
Buenos Aires,2017-03-16,2017,03,Thu,-58.37723,-34.61315,191.26735,0.0,0.0,17.402647,44205.89,60.120003,0.0,,0,14.711,3.9670987,33.87062,0.0,,0,19.411001,21.63,,0.0,39963.684,10.291586,3.0
Buenos Aires,2017-03-17,2017,03,Fri,-58.37723,-34.61315,198.7296,0.0,0.0,21.491966,44073.87,28.8,0.0,,0,11.811001,4.087748,13.661038,0.0,,0,21.711,22.94,,0.0,41123.98,9.386876,2.0
Buenos Aires,2017-03-18,2017,03,Sat,-58.37723,-34.61315,54.158062,0.0,0.0,20.402884,43941.727,31.319998,0.0,,0,14.661,3.8309383,14.773164,0.0,,0,20.461,22.57,,0.0,40991.684,14.372482,0.0
Buenos Aires,2017-03-19,2017,03,Sun,-58.37723,-34.61315,66.99111,0.0,0.0,23.383612,43809.55,34.2,0.0,,0,17.561,4.2303667,19.35314,0.0,,0,22.511,22.65,,0.0,40859.19,17.622107,0.0
Buenos Aires,2017-03-20,2017,03,Mon,-58.37723,-34.61315,84.49395,0.0,0.0,21.972376,43677.414,42.48,0.0,,0,17.911001,4.2438393,23.990698,0.0,,0,22.561,22.24,,0.0,39487.293,18.183687,3.0
Buenos Aires,2017-03-21,2017,03,Tue,-58.37723,-34.61315,90.82889,2.0,0.5,23.006943,43545.418,46.44,0.0,,0,19.561,3.7520902,25.277023,0.0,,0,22.911001,19.12,,0.5,38122.9,18.86423,51.0
Buenos Aires,2017-03-22,2017,03,Wed,-58.37723,-34.61315,88.623276,0.0,0.0,24.850765,43413.633,37.079998,0.0,,0,19.711,3.1298335,21.194187,0.0,,0,23.661001,16.32,,0.0,40461.336,20.27172,3.0
Buenos Aires,2017-03-23,2017,03,Thu,-58.37723,-34.61315,67.701385,1.0,0.4,27.06933,43282.15,35.28,0.0,,0,19.111,2.994664,20.870687,0.0,,0,24.561,16.44,,0.4,39997.418,21.181942,51.0
Buenos Aires,2017-03-24,2017,03,Fri,-58.37723,-34.61315,46.02299,3.0,0.6,27.774689,43151.06,27.0,0.0,,0,18.011,3.3375325,13.138765,0.0,,0,24.811,18.44,,0.6,40196.652,19.602713,51.0
Buenos Aires,2017-03-25,2017,03,Sat,-58.37723,-34.61315,76.771126,0.0,0.0,28.339497,43020.44,40.68,0.0,,0,20.911001,3.7538004,22.81957,0.0,,0,25.711,19.69,,0.0,40064.734,23.42375,1.0
Buenos Aires,2017-03-26,2017,03,Sun,-58.37723,-34.61315,57.357784,0.0,0.0,26.20142,42890.383,45.719997,0.0,,0,20.761,3.8417244,24.912935,0.0,,0,26.161001,16.71,,0.0,38560.15,20.688368,3.0
Buenos Aires,2017-03-27,2017,03,Mon,-58.37723,-34.61315,70.553505,4.0,0.5,26.942503,42760.965,43.199997,0.0,,0,21.161001,3.4811187,25.346148,0.0,,0,25.061,16.47,,0.5,39324.2,22.073444,51.0
Buenos Aires,2017-03-28,2017,03,Tue,-58.37723,-34.61315,77.908264,0.0,0.0,25.402334,42632.28,50.76,0.0,,0,20.861,4.079641,29.337238,0.0,,0,25.411001,19.2,,0.0,39671.773,21.073164,2.0
Buenos Aires,2017-03-29,2017,03,Wed,-58.37723,-34.61315,71.8599,0.0,0.0,25.289883,42504.42,56.16,0.0,,0,19.761,4.4785633,31.912327,0.0,,0,25.761,19.31,,0.0,38426.586,19.484947,3.0
Buenos Aires,2017-03-30,2017,03,Thu,-58.37723,-34.61315,50.615883,3.0,0.8000001,26.557232,42377.3,52.56,0.0,,0,20.311,3.750219,31.072817,0.0,,0,25.361,12.3,,0.8000001,34979.414,18.547165,53.0
Buenos Aires,2017-03-31,2017,03,Fri,-58.37723,-34.61315,55.824463,0.0,0.0,26.946281,42250.04,41.039997,0.0,,0,21.411001,4.095023,22.782625,0.0,,0,25.611,17.86,,0.0,36321.11,21.153435,3.0
Buenos Aires,2017-04-01,2017,04,Sat,-58.37723,-34.61315,53.815117,0.0,0.0,25.298845,42122.55,45.719997,0.0,,0,20.911001,4.696721,25.02971,0.0,,0,25.911001,18.73,,0.0,36966.336,19.53605,3.0
Buenos Aires,2017-04-02,2017,04,Sun,-58.37723,-34.61315,39.01825,5.0,5.1,23.946451,41994.902,48.239998,0.0,,0,20.061,3.2287047,28.551426,0.0,,0,24.111,9.69,,5.1,18672.023,17.98339,63.0
Buenos Aires,2017-04-03,2017,04,Mon,-58.37723,-34.61315,247.80447,3.0,0.90000004,25.017286,41867.195,24.48,0.0,,0,17.511,3.1983526,11.592895,0.0,,0,23.961,18.12,,0.90000004,37438.246,18.09789,53.0
Buenos Aires,2017-04-04,2017,04,Tue,-58.37723,-34.61315,37.92367,0.0,0.0,26.371851,41739.492,25.919998,0.0,,0,17.711,2.7734537,9.983106,0.0,,0,24.061,15.31,,0.0,37245.984,18.369587,3.0
Buenos Aires,2017-04-05,2017,04,Wed,-58.37723,-34.61315,229.22707,0.0,0.0,23.800768,41611.887,42.839996,0.0,,0,17.461,4.3064513,23.277834,0.0,,0,25.711,19.24,,0.0,37867.56,17.778656,3.0
Buenos Aires,2017-04-06,2017,04,Thu,-58.37723,-34.61315,179.99992,0.0,0.0,22.46505,41484.457,28.08,0.0,,0,13.461,3.9338663,15.124284,0.0,,0,22.061,18.92,,0.0,37986.152,11.864447,3.0
Buenos Aires,2017-04-07,2017,04,Fri,-58.37723,-34.61315,48.10724,0.0,0.0,22.806108,41357.28,57.6,0.0,,0,18.661001,5.060974,32.28981,0.0,,0,25.311,18.81,,0.0,36695.75,15.961922,3.0
Buenos Aires,2017-04-08,2017,04,Sat,-58.37723,-34.61315,80.02236,6.0,2.9,25.837687,41230.44,50.76,0.0,,0,18.261,3.2045062,25.872454,0.0,,0,25.361,13.01,,2.9,30103.023,15.2422695,55.0
Buenos Aires,2017-04-09,2017,04,Sun,-58.37723,-34.61315,52.736263,16.0,12.8,26.64644,41104.035,63.36,0.0,,0,21.161001,1.7775184,29.88217,0.0,,0,24.011,8.6,,12.8,18135.613,21.602428,63.0
Buenos Aires,2017-04-10,2017,04,Mon,-58.37723,-34.61315,272.2906,21.0,28.499998,24.992434,40978.14,78.479996,0.0,,0,14.211,1.3740253,41.700993,0.0,,0,22.411001,7.31,,28.499998,14400.0,9.932512,63.0
Buenos Aires,2017-04-11,2017,04,Tue,-58.37723,-34.61315,242.11198,1.0,0.1,19.546894,40852.84,47.88,0.0,,0,14.561001,3.368994,28.162956,0.0,,0,21.111,14.02,,0.1,29392.229,11.221897,51.0
Buenos Aires,2017-04-12,2017,04,Wed,-58.37723,-34.61315,188.5267,0.0,0.0,16.081614,40728.227,25.56,0.0,,0,10.111,3.02008,15.546833,0.0,,0,17.261,18.4,,0.0,37028.414,7.3483305,1.0
Buenos Aires,2017-04-13,2017,04,Thu,-58.37723,-34.61315,45.716057,0.0,0.0,17.059172,40604.387,25.199999,0.0,,0,11.461,2.6975672,11.384199,0.0,,0,17.711,17.28,,0.0,36037.73,11.041474,3.0
Buenos Aires,2017-04-14,2017,04,Fri,-58.37723,-34.61315,71.28051,0.0,0.0,20.022152,40481.414,36.0,0.0,,0,15.261001,3.12446,20.633371,0.0,,0,19.911001,17.55,,0.0,36687.855,14.849167,0.0
Buenos Aires,2017-04-15,2017,04,Sat,-58.37723,-34.61315,80.61148,0.0,0.0,20.943281,40359.39,28.8,0.0,,0,16.311,2.8239107,17.298738,0.0,,0,20.861,15.32,,0.0,33621.19,15.903912,3.0
Buenos Aires,2017-04-16,2017,04,Sun,-58.37723,-34.61315,147.43445,4.0,0.4,18.194256,40238.42,45.0,0.0,,0,14.111,2.5527887,24.079666,0.0,,0,20.111,12.74,,0.4,36491.633,11.459927,51.0
Buenos Aires,2017-04-17,2017,04,Mon,-58.37723,-34.61315,130.35977,1.0,0.1,17.002586,40118.598,33.48,0.0,,0,12.911,2.067568,19.376562,0.0,,0,18.061,10.62,,0.1,27652.553,11.339115,51.0
Buenos Aires,2017-04-18,2017,04,Tue,-58.37723,-34.61315,98.746056,1.0,0.1,17.720032,40000.016,32.760002,0.0,,0,15.511001,2.2424674,19.386591,0.0,,0,18.711,10.87,,0.1,25360.455,14.511658,51.0
Buenos Aires,2017-04-19,2017,04,Wed,-58.37723,-34.61315,76.93379,7.0,3.1,18.985548,39882.617,40.68,0.0,,0,17.311,1.3165516,22.768398,0.0,,0,18.761,4.56,,3.1,3720.0046,16.864548,55.0
Buenos Aires,2017-04-20,2017,04,Thu,-58.37723,-34.61315,224.54378,5.0,2.5,22.103039,39765.547,34.2,0.0,,0,15.961,2.4468453,18.723461,0.0,,0,22.761,13.55,,2.5,32517.12,16.1378,53.0
Buenos Aires,2017-04-21,2017,04,Fri,-58.37723,-34.61315,245.31218,0.0,0.0,20.264582,39648.734,51.48,0.0,,0,16.011,3.7225306,29.024128,0.0,,0,22.611,15.66,,0.0,32219.63,12.491554,3.0
Buenos Aires,2017-04-22,2017,04,Sat,-58.37723,-34.61315,258.0535,0.0,0.0,16.28898,39532.258,36.36,0.0,,0,9.811001,2.6637518,20.523157,0.0,,0,19.011,11.96,,0.0,23677.826,8.330793,3.0
